TotalIncluidoE500	936.4399999999999983
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
FC1.1	18.1233462317964209	0.0193534516165439546932007045
FC8.14	100.3250746861564977	0.1071345464590966830572473719
FC5.2	40.1300298744625987	0.0428538185836386728171067998
FC10.28	765.8615492075844810	0.8178436944252536012882131055
FC8.9	12.0000000000000000	0.0128144889154670881442320182
