TotalIncluidoE500	154.1599999999999993
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
FC1.1	14.9446721423265412	0.0969426060088644347941088752
FC8.9	12.0000000000000000	0.077841203943954333513809307
FC5.2	32.0773302043848334	0.2080781668680905133994208407
FC10.28	14.9446721423265412	0.0969426060088644347941088752
FC8.14	80.1933255109620835	0.5201954171702262834985521018
