TotalIncluidoE500	140.4551045606190964
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
FC5.2	40.1300298744625987	0.2857142857142857123532208226
FC8.14	100.3250746861564977	0.7142857142857142876467791774
